ticket_id,customer_id,order_id,topic,ticket_status,priority,opened_datetime,closed_datetime,assigned_employee_id
310,7459,1290,Damaged item,open,low,2023-02-11 21:07:17,2023-02-23 21:07:17,14
311,467,1291,Payment issue,open,high,2024-11-03 17:40:32,2024-11-08 17:40:32,93
312,1429,1308,Account access,open,low,2025-06-01 15:21:21,,40
313,4523,1318,Account access,pending_customer,high,2025-01-04 16:52:27,2025-01-09 16:52:27,46
314,6810,1326,Damaged item,closed,medium,2023-07-11 19:38:23,2023-07-21 19:38:23,71
315,9888,1350,Payment issue,resolved,low,2023-12-05 15:56:38,2023-12-09 15:56:38,29
316,1878,1352,Account access,open,medium,2025-09-07 13:29:52,2025-09-16 13:29:52,53
317,4880,1355,Product question,resolved,medium,2024-02-23 01:47:20,2024-03-07 01:47:20,112
318,3595,1357,Warranty claim,escalated,medium,2023-11-13 22:29:27,,11
319,7077,1363,Product question,closed,medium,2025-07-26 06:04:04,2025-08-04 06:04:04,45
320,5743,1364,Warranty claim,pending_customer,medium,2025-10-07 16:45:46,2025-10-21 16:45:46,48
321,245,1367,Payment issue,resolved,medium,2024-06-03 17:40:32,,75
322,8994,1373,Refund request,escalated,high,2024-10-01 20:53:31,2024-10-10 20:53:31,111
323,9504,1375,Payment issue,open,low,2023-07-16 21:33:47,2023-07-17 21:33:47,27
324,4249,1376,Account access,resolved,medium,2024-03-27 13:22:59,2024-04-09 13:22:59,10
325,7362,1377,Warranty claim,resolved,high,2024-12-29 10:44:53,,116
326,7128,1379,Account access,resolved,low,2025-10-02 16:37:28,2025-10-15 16:37:28,117
327,4357,1383,Product question,closed,low,2025-09-26 15:30:41,2025-09-27 15:30:41,24
328,5790,1384,Refund request,resolved,high,2025-11-18 00:09:48,2025-12-02 00:09:48,104
329,1365,1387,Refund request,pending_customer,low,2024-12-24 02:13:23,2025-01-01 02:13:23,109
330,94,1389,Promo code,resolved,medium,2023-06-17 15:03:37,2023-06-30 15:03:37,14
331,2882,1392,Damaged item,escalated,low,2024-10-22 01:33:07,2024-10-25 01:33:07,95
332,5715,1401,Warranty claim,pending_customer,medium,2024-09-19 19:04:57,2024-09-22 19:04:57,50
333,1985,1409,Refund request,open,low,2025-07-13 19:57:43,2025-07-21 19:57:43,116
334,1839,1412,Product question,open,low,2025-08-14 21:08:44,2025-08-21 21:08:44,78
335,5013,1417,Warranty claim,pending_customer,low,2024-12-15 12:40:34,2024-12-27 12:40:34,78
336,8702,1425,Product question,closed,high,2025-01-10 09:18:06,2025-01-12 09:18:06,110
337,6875,1428,Damaged item,open,medium,2025-10-26 03:02:02,2025-10-30 03:02:02,78
338,4737,1433,Warranty claim,closed,medium,2024-07-11 22:19:26,2024-07-15 22:19:26,59
339,3802,1438,Product question,closed,high,2024-10-20 15:13:38,2024-10-26 15:13:38,113
340,5554,1450,Product question,resolved,medium,2023-12-07 20:54:01,,103
341,4131,1456,Warranty claim,escalated,medium,2024-09-09 22:23:20,2024-09-12 22:23:20,48
342,9882,1457,Damaged item,escalated,medium,2025-02-26 02:16:46,2025-02-28 02:16:46,29
343,7618,1460,Warranty claim,pending_customer,low,2025-01-14 10:29:43,2025-01-14 10:29:43,8
344,5181,1463,Product question,closed,low,2025-02-17 03:19:39,,68
345,7995,1466,Delivery delay,pending_customer,medium,2023-08-28 18:01:27,2023-09-06 18:01:27,115
346,6855,1468,Payment issue,pending_customer,low,2023-08-08 21:50:49,2023-08-16 21:50:49,63
347,6725,1473,Delivery delay,escalated,medium,2023-09-02 07:45:07,,29
348,8579,1474,Delivery delay,pending_customer,medium,2025-02-23 19:34:59,2025-03-05 19:34:59,65
349,9319,1489,Warranty claim,resolved,low,2024-04-03 09:59:07,2024-04-14 09:59:07,11
350,3521,1494,Delivery delay,open,low,2024-12-06 12:01:06,2024-12-13 12:01:06,100
351,4216,1496,Warranty claim,pending_customer,medium,2024-04-01 02:30:44,2024-04-15 02:30:44,9
352,8515,1497,Delivery delay,pending_customer,high,2023-10-02 13:43:35,2023-10-12 13:43:35,69
353,335,1498,Product question,open,high,2025-08-23 09:13:08,2025-09-04 09:13:08,80
354,7011,1499,Refund request,closed,low,2023-06-07 11:46:00,,117
355,4658,1502,Account access,pending_customer,medium,2025-07-10 00:07:55,2025-07-14 00:07:55,110
356,3506,1503,Warranty claim,open,urgent,2025-01-22 06:22:27,2025-01-23 06:22:27,49
357,3974,1505,Product question,escalated,medium,2023-04-09 12:19:36,2023-04-20 12:19:36,47
358,9561,1508,Damaged item,closed,medium,2025-08-03 06:29:17,2025-08-06 06:29:17,13
359,4477,1512,Payment issue,escalated,low,2024-07-16 15:04:20,2024-07-25 15:04:20,76
360,8507,1518,Refund request,escalated,high,2025-07-04 18:51:01,2025-07-04 18:51:01,13
361,2917,1522,Account access,pending_customer,high,2025-08-29 19:40:49,,101
362,4725,1523,Delivery delay,open,medium,2023-03-12 18:45:18,2023-03-16 18:45:18,53
363,2663,1527,Product question,escalated,urgent,2023-03-30 21:24:17,2023-03-31 21:24:17,32
364,5853,1530,Promo code,resolved,medium,2024-10-08 17:51:27,2024-10-14 17:51:27,18
365,4420,1538,Refund request,open,high,2025-01-10 19:26:52,2025-01-19 19:26:52,48
366,275,1540,Delivery delay,escalated,low,2024-08-30 11:20:18,,118
367,6315,1541,Refund request,pending_customer,medium,2024-07-03 17:49:45,2024-07-05 17:49:45,110
368,458,1549,Product question,resolved,medium,2023-12-02 16:27:43,2023-12-06 16:27:43,109
369,7284,1550,Product question,resolved,medium,2023-08-27 10:58:55,2023-09-07 10:58:55,26
370,1522,1559,Account access,pending_customer,low,2024-07-08 21:54:32,2024-07-11 21:54:32,40
371,6363,1561,Refund request,escalated,urgent,2023-03-05 12:36:46,2023-03-12 12:36:46,42
372,9297,1562,Product question,escalated,medium,2025-04-09 20:13:03,2025-04-19 20:13:03,64
373,3991,1566,Warranty claim,pending_customer,high,2024-09-09 06:36:31,2024-09-15 06:36:31,58
374,9120,1572,Payment issue,resolved,low,2025-09-28 00:22:13,2025-09-28 00:22:13,76
375,164,1582,Warranty claim,closed,low,2024-07-24 04:07:31,2024-07-31 04:07:31,20
376,6426,1584,Promo code,escalated,medium,2023-12-02 09:16:18,2023-12-07 09:16:18,98
377,9525,1585,Damaged item,escalated,medium,2025-06-23 13:53:40,2025-07-01 13:53:40,88
378,6760,1588,Promo code,pending_customer,high,2025-10-02 05:27:35,,68
379,6441,1591,Payment issue,pending_customer,medium,2023-11-29 14:12:40,2023-12-02 14:12:40,44
380,9234,1593,Account access,pending_customer,medium,2025-06-02 07:25:09,2025-06-03 07:25:09,109
381,6114,1596,Refund request,closed,urgent,2025-05-31 12:20:49,2025-06-01 12:20:49,70
382,1513,1597,Damaged item,open,medium,2023-10-05 05:17:27,2023-10-08 05:17:27,5
383,5939,1616,Damaged item,resolved,high,2023-07-12 13:30:49,2023-07-19 13:30:49,34
384,7105,1619,Product question,pending_customer,medium,2025-01-18 00:36:43,2025-01-25 00:36:43,82
385,9784,1622,Delivery delay,resolved,low,2025-12-25 05:25:53,2025-12-28 05:25:53,5
386,7733,1624,Warranty claim,closed,medium,2025-04-17 05:34:29,2025-04-19 05:34:29,54
387,6734,1629,Delivery delay,escalated,medium,2025-04-27 23:10:55,2025-04-29 23:10:55,76
388,4842,1631,Warranty claim,closed,urgent,2025-03-07 15:52:03,2025-03-07 15:52:03,62
389,1341,1634,Damaged item,resolved,high,2024-12-29 15:15:26,2025-01-07 15:15:26,107
390,2543,1635,Refund request,closed,high,2024-09-15 14:40:27,2024-09-16 14:40:27,22
391,1932,1641,Warranty claim,resolved,urgent,2023-08-02 01:02:17,2023-08-08 01:02:17,111
392,3732,1653,Payment issue,escalated,low,2024-09-26 13:49:19,2024-10-06 13:49:19,92
393,3503,1654,Payment issue,open,medium,2024-06-18 16:58:07,2024-06-18 16:58:07,67
394,8318,1660,Product question,pending_customer,low,2024-02-13 01:06:45,2024-02-24 01:06:45,48
395,2447,1674,Payment issue,pending_customer,low,2025-12-08 19:07:17,,113
396,8103,1675,Refund request,escalated,medium,2023-08-15 12:20:36,2023-08-21 12:20:36,30
397,9831,1678,Damaged item,escalated,medium,2025-09-01 11:02:33,2025-09-04 11:02:33,9
398,7359,1681,Delivery delay,open,medium,2025-05-07 15:35:18,2025-05-10 15:35:18,38
399,2352,1685,Payment issue,resolved,medium,2025-01-26 10:07:02,2025-01-31 10:07:02,83
400,8567,1688,Payment issue,escalated,low,2025-11-04 12:05:16,,111
401,7763,1691,Damaged item,closed,low,2024-02-02 19:07:30,2024-02-02 19:07:30,102
402,9620,1692,Promo code,closed,medium,2024-07-13 21:37:29,2024-07-14 21:37:29,105
403,6692,1694,Warranty claim,resolved,low,2025-12-01 16:37:51,2025-12-12 16:37:51,32
404,798,1698,Promo code,resolved,medium,2023-12-17 00:59:24,2023-12-18 00:59:24,1
405,9119,1700,Payment issue,closed,low,2023-10-11 17:14:34,,52
406,4845,1702,Delivery delay,escalated,low,2025-10-18 09:04:32,,91
407,5605,1704,Promo code,open,low,2023-07-21 11:07:24,2023-08-04 11:07:24,50
408,9221,1708,Damaged item,escalated,low,2025-10-18 10:03:49,,48
409,9445,1714,Delivery delay,resolved,urgent,2024-04-27 16:52:24,,6
410,2802,1715,Account access,escalated,high,2025-05-24 07:53:39,2025-06-03 07:53:39,65
411,3575,1723,Warranty claim,closed,urgent,2025-04-24 17:53:27,2025-05-04 17:53:27,46
412,7244,1724,Damaged item,closed,high,2023-03-06 21:42:40,2023-03-17 21:42:40,12
413,4827,1727,Payment issue,escalated,medium,2023-03-12 22:56:03,,27
414,6815,1728,Refund request,resolved,high,2024-10-17 07:14:08,2024-10-24 07:14:08,9
415,139,1729,Refund request,open,medium,2025-01-20 06:18:53,2025-02-03 06:18:53,49
416,7963,1730,Payment issue,open,high,2024-02-08 15:58:17,2024-02-10 15:58:17,109
417,4629,1731,Payment issue,resolved,medium,2023-12-14 06:32:03,2023-12-22 06:32:03,14
418,7641,1740,Warranty claim,escalated,low,2023-08-07 09:13:43,2023-08-15 09:13:43,69
419,4432,1743,Product question,open,high,2025-02-11 11:50:07,2025-02-15 11:50:07,105
420,6669,1747,Refund request,escalated,medium,2024-02-13 21:33:31,2024-02-15 21:33:31,65
421,2441,1749,Warranty claim,escalated,low,2023-01-06 14:44:32,,64
422,3614,1750,Payment issue,resolved,high,2024-01-16 23:49:34,2024-01-24 23:49:34,79
423,8694,1757,Delivery delay,closed,medium,2023-09-11 00:58:36,2023-09-14 00:58:36,76
424,1496,1764,Warranty claim,pending_customer,medium,2023-12-26 19:39:27,2023-12-26 19:39:27,25
425,4678,1765,Promo code,escalated,high,2024-03-19 03:45:30,2024-03-31 03:45:30,104
426,2157,1766,Refund request,resolved,medium,2025-06-27 09:17:21,2025-07-01 09:17:21,60
427,2078,1772,Warranty claim,resolved,low,2023-05-16 04:56:31,2023-05-26 04:56:31,18
428,2030,1773,Promo code,escalated,low,2024-03-23 23:13:09,2024-03-31 23:13:09,4
429,9887,1777,Damaged item,closed,low,2023-07-15 04:41:43,2023-07-20 04:41:43,13
430,5082,1789,Refund request,pending_customer,medium,2025-08-27 13:43:58,2025-08-30 13:43:58,99
431,1800,1797,Account access,resolved,low,2025-07-26 07:43:40,2025-07-28 07:43:40,94
432,9370,1801,Damaged item,resolved,low,2025-01-28 04:09:52,2025-02-03 04:09:52,73
433,6162,1805,Promo code,resolved,medium,2025-06-26 18:19:12,2025-06-28 18:19:12,56
434,3802,1815,Damaged item,closed,medium,2025-10-06 18:15:09,2025-10-18 18:15:09,94
435,3874,1824,Delivery delay,escalated,high,2023-02-21 00:27:05,2023-02-22 00:27:05,22
436,8054,1827,Account access,resolved,medium,2025-11-15 09:11:34,2025-11-21 09:11:34,89
437,2259,1841,Refund request,resolved,urgent,2025-07-11 03:25:40,2025-07-14 03:25:40,16
438,3529,1845,Payment issue,resolved,high,2025-01-18 01:22:50,2025-01-27 01:22:50,72
439,9343,1849,Product question,pending_customer,low,2025-05-16 18:42:19,2025-05-25 18:42:19,29
440,4569,1852,Warranty claim,closed,low,2025-12-02 20:48:08,2025-12-11 20:48:08,21
441,6825,1853,Account access,escalated,medium,2025-09-03 02:02:51,2025-09-07 02:02:51,52
442,7139,1855,Payment issue,pending_customer,high,2025-08-26 11:17:15,2025-09-05 11:17:15,31
443,4390,1859,Refund request,pending_customer,medium,2025-03-03 17:04:30,2025-03-10 17:04:30,91
444,5818,1864,Delivery delay,closed,medium,2024-03-24 15:46:28,2024-04-04 15:46:28,3
445,3832,1873,Delivery delay,pending_customer,low,2025-12-16 13:14:05,2025-12-27 13:14:05,95
446,3030,1875,Product question,escalated,low,2023-12-22 23:02:47,2023-12-23 23:02:47,13
447,3063,1877,Delivery delay,resolved,medium,2023-10-20 06:35:50,2023-10-31 06:35:50,116
448,7583,1878,Account access,open,low,2025-05-22 23:37:02,2025-06-03 23:37:02,45
449,9710,1879,Delivery delay,resolved,medium,2025-12-30 06:46:12,2026-01-11 06:46:12,119
450,5505,1880,Payment issue,pending_customer,urgent,2024-04-03 07:29:18,2024-04-04 07:29:18,97
451,7385,1881,Delivery delay,resolved,high,2025-12-21 00:12:29,,101
452,5740,1885,Promo code,open,low,2023-10-26 18:04:16,2023-10-27 18:04:16,23
453,9220,1896,Damaged item,closed,high,2023-07-16 11:25:57,,6
454,8769,1906,Payment issue,escalated,medium,2024-04-07 19:56:06,2024-04-16 19:56:06,80
455,457,1909,Payment issue,escalated,medium,2023-06-01 21:42:59,2023-06-13 21:42:59,114
456,9574,1910,Promo code,open,medium,2023-07-03 22:49:57,2023-07-13 22:49:57,67
457,9515,1914,Warranty claim,resolved,medium,2024-06-10 23:06:18,2024-06-14 23:06:18,65
458,9565,1916,Payment issue,open,urgent,2023-09-21 06:03:34,2023-09-26 06:03:34,11
459,8172,1924,Payment issue,closed,medium,2025-07-02 16:36:57,2025-07-16 16:36:57,54
460,4129,1931,Account access,pending_customer,low,2024-11-24 14:54:34,2024-11-25 14:54:34,85
461,6922,1932,Promo code,escalated,medium,2023-06-13 21:49:13,,61
462,8718,1934,Product question,escalated,medium,2025-03-03 14:34:35,,118
463,7464,1936,Account access,closed,medium,2025-05-18 06:31:01,,75
464,9831,1944,Warranty claim,closed,low,2025-08-16 10:03:41,2025-08-17 10:03:41,14
465,6959,1945,Warranty claim,open,low,2025-05-27 16:08:55,2025-06-09 16:08:55,109
466,9052,1946,Warranty claim,resolved,medium,2024-02-22 08:47:18,2024-02-26 08:47:18,48
467,5305,1949,Payment issue,open,high,2024-06-02 18:46:21,2024-06-02 18:46:21,35
468,6964,1950,Delivery delay,closed,medium,2024-09-29 14:41:52,,75
469,9467,1958,Delivery delay,closed,medium,2024-01-18 22:23:23,,56
470,2124,1960,Promo code,resolved,medium,2024-06-13 20:10:55,2024-06-16 20:10:55,26
471,5335,1962,Payment issue,escalated,high,2023-05-10 06:12:54,2023-05-18 06:12:54,82
472,2794,1964,Account access,pending_customer,low,2024-06-12 23:14:46,2024-06-25 23:14:46,76
473,4504,1965,Account access,pending_customer,medium,2023-12-01 05:31:35,2023-12-09 05:31:35,70
474,5490,1966,Product question,pending_customer,medium,2024-09-09 23:46:21,2024-09-23 23:46:21,10
475,3205,1977,Delivery delay,closed,medium,2023-09-05 03:07:28,,78
476,2520,1979,Account access,open,low,2025-10-06 14:41:06,,16
477,2741,1980,Warranty claim,pending_customer,medium,2024-10-11 05:52:52,,71
478,8988,1993,Payment issue,escalated,low,2025-03-04 06:39:41,2025-03-12 06:39:41,28
479,4704,1999,Refund request,closed,medium,2025-04-01 10:36:34,2025-04-02 10:36:34,6
480,9126,2004,Promo code,pending_customer,medium,2025-04-06 00:45:52,2025-04-11 00:45:52,37
481,1475,2006,Product question,pending_customer,low,2023-06-19 20:39:32,2023-06-27 20:39:32,100
482,6004,2007,Refund request,open,medium,2023-09-16 15:25:42,2023-09-21 15:25:42,55
483,2406,2016,Damaged item,closed,medium,2025-07-10 05:56:17,2025-07-24 05:56:17,58
484,4408,2020,Delivery delay,open,low,2024-09-08 01:59:35,2024-09-09 01:59:35,73
485,5544,2024,Payment issue,escalated,high,2023-07-25 10:32:51,2023-08-08 10:32:51,118
486,7923,2027,Promo code,escalated,high,2025-08-11 08:40:21,,89
487,6217,2028,Refund request,resolved,medium,2023-12-09 23:48:00,2023-12-15 23:48:00,88
488,9107,2030,Payment issue,pending_customer,medium,2024-10-23 09:56:51,2024-10-30 09:56:51,70
489,382,2038,Refund request,open,low,2025-04-27 01:52:54,2025-04-28 01:52:54,52
490,6506,2044,Warranty claim,closed,medium,2025-07-24 15:02:30,2025-08-05 15:02:30,34
491,1816,2045,Account access,escalated,medium,2025-11-09 22:34:50,2025-11-18 22:34:50,6
492,187,2054,Account access,resolved,low,2025-08-17 20:19:53,2025-08-26 20:19:53,108
493,9026,2056,Damaged item,closed,high,2023-11-14 10:08:45,,9
494,3363,2061,Warranty claim,resolved,medium,2025-02-08 20:02:45,2025-02-12 20:02:45,102
495,3152,2062,Damaged item,escalated,low,2023-06-13 09:23:59,2023-06-13 09:23:59,15
496,2016,2068,Damaged item,open,low,2025-10-13 01:39:26,2025-10-21 01:39:26,87
497,105,2073,Promo code,pending_customer,low,2023-04-29 09:06:36,,90
498,6641,2075,Refund request,resolved,low,2025-01-07 10:33:48,2025-01-21 10:33:48,67
499,1725,2078,Damaged item,resolved,low,2024-03-23 13:28:22,2024-03-25 13:28:22,91
500,874,2087,Account access,closed,low,2023-06-06 09:22:39,2023-06-10 09:22:39,97
501,1149,2093,Warranty claim,closed,low,2025-08-25 10:02:22,2025-08-28 10:02:22,44
502,1268,2095,Account access,escalated,high,2025-11-08 12:11:14,2025-11-08 12:11:14,47
503,5132,2098,Delivery delay,pending_customer,low,2023-11-02 00:53:36,2023-11-09 00:53:36,50
504,6004,2099,Refund request,resolved,low,2024-09-15 16:59:20,2024-09-23 16:59:20,31
505,8619,2102,Damaged item,resolved,medium,2025-09-10 17:58:20,2025-09-16 17:58:20,25
506,7304,2104,Refund request,open,medium,2024-11-28 17:59:56,2024-12-09 17:59:56,30
507,8240,2106,Promo code,closed,low,2023-05-07 04:45:34,2023-05-11 04:45:34,10
508,9934,2113,Product question,open,medium,2024-09-12 13:08:09,2024-09-20 13:08:09,74
509,1493,2126,Damaged item,closed,medium,2025-11-24 06:09:04,2025-12-06 06:09:04,84
510,8310,2129,Warranty claim,escalated,medium,2025-02-14 03:07:29,2025-02-27 03:07:29,22
511,8637,2130,Promo code,escalated,low,2024-03-07 22:09:53,2024-03-14 22:09:53,49
512,5019,2138,Account access,open,high,2024-12-03 03:51:16,2024-12-17 03:51:16,49
513,2134,2140,Account access,escalated,medium,2023-12-11 02:14:11,2023-12-13 02:14:11,27
514,7255,2146,Account access,closed,medium,2025-02-22 02:25:44,2025-02-28 02:25:44,17
515,979,2150,Damaged item,resolved,medium,2024-03-18 23:28:57,2024-03-25 23:28:57,79
516,3917,2152,Account access,closed,high,2025-01-05 11:26:41,2025-01-19 11:26:41,18
517,2645,2153,Warranty claim,closed,medium,2025-03-09 21:18:12,2025-03-19 21:18:12,25
518,3881,2155,Refund request,closed,medium,2024-02-05 07:09:58,2024-02-19 07:09:58,109
519,8834,2162,Refund request,escalated,low,2025-08-16 23:43:09,2025-08-19 23:43:09,105
520,7743,2172,Warranty claim,resolved,high,2025-06-13 23:18:06,,92
521,2042,2173,Product question,closed,high,2025-02-13 00:46:17,2025-02-13 00:46:17,118
522,7722,2175,Product question,closed,low,2024-10-16 00:09:14,2024-10-27 00:09:14,8
523,243,2178,Refund request,resolved,medium,2024-07-18 23:18:28,2024-07-24 23:18:28,116
524,9760,2186,Refund request,escalated,medium,2025-05-01 16:54:27,2025-05-06 16:54:27,45
525,57,2188,Account access,open,medium,2024-03-24 13:21:27,2024-03-31 13:21:27,82
526,4839,2192,Product question,escalated,medium,2025-01-06 21:29:20,2025-01-17 21:29:20,16
527,5204,2198,Refund request,resolved,low,2023-10-05 19:55:24,2023-10-16 19:55:24,99
528,6278,2202,Account access,closed,low,2025-06-20 01:11:40,2025-06-24 01:11:40,74
529,3463,2215,Delivery delay,open,low,2024-07-08 05:04:36,2024-07-09 05:04:36,42
530,4224,2218,Warranty claim,closed,medium,2024-08-21 14:16:06,2024-08-21 14:16:06,90
531,2500,2219,Account access,resolved,medium,2024-05-19 18:38:41,2024-05-22 18:38:41,73
532,9761,2220,Delivery delay,escalated,low,2025-10-01 12:18:47,,88
533,9044,2225,Warranty claim,open,medium,2023-09-14 15:55:58,2023-09-20 15:55:58,30
534,7894,2226,Delivery delay,resolved,medium,2023-11-20 13:14:44,2023-12-04 13:14:44,101
535,532,2230,Refund request,resolved,high,2023-04-05 19:12:49,2023-04-14 19:12:49,65
536,4053,2235,Payment issue,closed,medium,2025-09-06 08:35:34,2025-09-17 08:35:34,17
537,373,2247,Product question,resolved,medium,2025-08-17 07:29:13,2025-08-17 07:29:13,25
538,8885,2248,Delivery delay,open,medium,2023-02-07 19:39:04,2023-02-10 19:39:04,29
539,3182,2249,Delivery delay,escalated,low,2024-03-07 17:10:43,2024-03-19 17:10:43,27
540,6004,2251,Damaged item,closed,low,2024-02-04 05:48:31,2024-02-07 05:48:31,30
541,5997,2255,Warranty claim,escalated,medium,2025-07-07 17:27:44,2025-07-19 17:27:44,46
